CAS No.,Chemical Name,Species Name,Common Name,Effect,Measurement,Endpoint,Dur (Std),Conc. Type,Conc. Mean (Std),Conc. Units (Std),Pub. Year,Citation
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,6.3,Active ingredient,66.3,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,7.5,Active ingredient,66.3,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,EC10,7,Active ingredient,67.66,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,EC10,7,Active ingredient,68.65,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Anas platyrhynchos,Mallard Duck,Mortality,Mortality,NOEL,8,Active ingredient,69,AI mg/kg food,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Colinus virginianus,Northern Bobwhite Quail,Mortality,Mortality,NOEL,8,Active ingredient,69,AI mg/kg food,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Hypsiboas pulchellus,Montevideo Tree Frog,Mortality,Mortality,LC50,1,Active ingredient,69.412,AI mg/L,2014,"Perez-Iglesias,J.M., C.R. De Arcaute, N. Nikoloff, L. Dury, S. Soloneski, G.S. Natale, and M.L. Larramendy. The Genotoxic Effects of the Imidacloprid-Based Insecticide Formulation Glacoxan Imida on Montevideo Tree Frog Hypsiboas pulchellus Tadpoles (Anura, Hylidae). Ecotoxicol. Environ. Saf.104:120-126, 2014. ECOREF #168449"
135410207,Acetamiprid,Encarsia formosa,Parasitic Wasp,Mortality,Mortality,LOEL,10,Active ingredient,70,AI mg/L,2006,"Araya,J.E., P. Estay, and M.H. Araya. Toxicity of Abamectin, Acetamiprid, Imidacloprid, Mineral Oil and an Industrial Detergent with Respect to Encarsia formosa (Gahan) Parasitizing Trialeurodes vaporariorum Westwood Nymphs. Spanish J. Agric. Res.4(1): 86-90, 2006. ECOREF #173870"
135410207,Acetamiprid,Lacanobia subjuncta,Speckled Cutworm Moth,Mortality,Mortality,LC50,7,Formulation,71.3,mg/L,2004,"Doerr,M.D., J.F. Brunner, and L.E. Schrader. Integrated Pest Management Approach for a New Pest, Lacanobia subjuncta (Lepidoptera:  Noctuidae), in Washington Apple Orchards. Pest Manag. Sci.60(10): 1025-1034, 2004. ECOREF #82540"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,EC50,5,Active ingredient,71.41,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
111988499,Thiacloprid,Trichogramma japonicum,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,75.26,AI mg/L,2012,"Zhao,X., C. Wu, Y. Wang, T. Cang, L. Chen, R. Yu, and Q. Wang. Assessment of Toxicity Risk of Insecticides Used in Rice Ecosystem on Trichogramma japonicum, an Egg Parasitoid of Rice Lepidopterans. J. Econ. Entomol.105(1): 92-101, 2012. ECOREF #157945"
105843365,Imidaclothiz,Trichogramma nubilale,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,75.27,AI mg/L,2012,"Wang,Y., R. Yu, X. Zhao, L. Chen, C. Wu, T. Cang, and Q. Wang. Susceptibility of Adult Trichogramma nubilale (Hymenoptera: Trichogrammatidae) to Selected Insecticides with Different Modes of Action. Crop Prot.34:76-82, 2012. ECOREF #157988"
153719234,Thiamethoxam,Gammarus kischineffensis,Amphipod,Mortality,Mortality,LC50,1,Active ingredient,75.619,AI mg/L,2015,"Ugurlu,P., E. Unlu, and E.I. Satar. The Toxicological Effects of Thiamethoxam on Gammarus kischineffensis (Schellenberg 1937) (Crustacea: Amphipoda). Environ. Toxicol. Pharmacol.39(2): 720-726, 2015. ECOREF #173084"
111988499,Thiacloprid,Anopheles stephensi,Mosquito,Mortality,Mortality,LC90,1,Active ingredient,76.035,ng/mg bdwt,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
58842209,Nithiazine,Lepomis macrochirus,Bluegill,Mortality,Mortality,NOEL,4,Active ingredient,77,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,EC10,7,Active ingredient,79.69,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
58842209,Nithiazine,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,NOEL,4,Active ingredient,80,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
135410207,Acetamiprid,Neoseiulus californicus,Predatory Mite,Mortality,Mortality,NOEL,2,Active ingredient,80,AI mg/L,2007,"Poletti,M., A.H.N. Maia, and C. Omoto. Toxicity of Neonicotinoid Insecticides to Neoseiulus californicus and Phytoseiulus macropilis (Acari: Phytoseiidae) and Their Impact on Functional Response to Tetranychus urticae (Acari: Tetranychidae). Biol. Control40:30-36, 2007. ECOREF #175403"
135410207,Acetamiprid,Phytoseiulus macropilis,Predatory Mite,Mortality,Mortality,NOEL,2,Active ingredient,80,AI mg/L,2007,"Poletti,M., A.H.N. Maia, and C. Omoto. Toxicity of Neonicotinoid Insecticides to Neoseiulus californicus and Phytoseiulus macropilis (Acari: Phytoseiidae) and Their Impact on Functional Response to Tetranychus urticae (Acari: Tetranychidae). Biol. Control40:30-36, 2007. ECOREF #175403"
105843365,Imidaclothiz,Trichogramma japonicum,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,80.66,AI mg/L,2012,"Zhao,X., C. Wu, Y. Wang, T. Cang, L. Chen, R. Yu, and Q. Wang. Assessment of Toxicity Risk of Insecticides Used in Rice Ecosystem on Trichogramma japonicum, an Egg Parasitoid of Rice Lepidopterans. J. Econ. Entomol.105(1): 92-101, 2012. ECOREF #157945"
111988499,Thiacloprid,Lepomis macrochirus,Bluegill,Mortality,Mortality,LC50,4,Not coded,80.7,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,EC10,5,Active ingredient,80.83,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
153719234,Thiamethoxam,Harmonia axyridis,Asian Lady Beetle,Mortality,Mortality,LC50,2,Active ingredient,81.09,AI mg/L,2003,"Youn,Y.N., M.J. Seo, J.G. Shin, C. Jang, and Y.M. Yu. Toxicity of Greenhouse Pesticides to Multicolored Asian Lady Beetles, Harmonia axyridis (Coleoptera:  Coccinellidae). Biol. Control28(2): 164-170, 2003. ECOREF #72462"
138261413,Imidacloprid,Tipula sp.,Cranefly,Mortality,Mortality,LOEL,14,Active ingredient,81.3,AI mg/L,2007,"Kreutzweiser,D., K. Good, D. Chartrand, T. Scarr, and D. Thompson. Non-target Effects on Aquatic Decomposer Organisms of Imidacloprid as a Systemic Insecticide to Control Emerald Ash Borer in Riparian Trees. Ecotoxicol. Environ. Saf.68(3): 315-325, 2007. ECOREF #101963"
138261413,Imidacloprid,Pteronarcys dorsata,Stonefly,Mortality,Mortality,LOEL,14,Active ingredient,81.3,AI mg/L,2007,"Kreutzweiser,D., K. Good, D. Chartrand, T. Scarr, and D. Thompson. Non-target Effects on Aquatic Decomposer Organisms of Imidacloprid as a Systemic Insecticide to Control Emerald Ash Borer in Riparian Trees. Ecotoxicol. Environ. Saf.68(3): 315-325, 2007. ECOREF #101963"
138261413,Imidacloprid,Rana limnocharis,Bog Frog,Mortality,Mortality,LC50,4,Active ingredient,82,AI mg/L,2004,"Feng,S., Z. Kong, X. Wang, L. Zhao, and P. Peng. Acute Toxicity and Genotoxicity of Two Novel Pesticides on Amphibian, Rana N. Hallowell. Chemosphere56(5): 457-463, 2004. ECOREF #102186"
58842209,Nithiazine,Musca domestica,House Fly,Mortality,Mortality,LC50,1,Active ingredient,83,AI mg/kg food,1986,"Johnston,A.M., J. Lohr, J. Moes, K.R. Solomon, and E.R. Zaborski. Toxicity of Synergized and Unsynergized Nitromethylene Heterocycle Insecticide (SD 35651) to Susceptible and Resistant Strains of Musca domestica (Diptera:  Muscidae). J. Econ. Entomol.79(6): 1439-1442, 1986. ECOREF #103312"
138261413,Imidacloprid,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,LC50,4,Active ingredient,83,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Hypsiboas pulchellus,Montevideo Tree Frog,Mortality,Mortality,LC50,4,Active ingredient,84.909,AI mg/L,2014,"Ruiz de Arcaute,C., J.M. Perez-Iglesias, N. Nikoloff, G.S. Natale, S. Soloneski, and M.L. Larramendy. Genotoxicity Evaluation of the Insecticide Imidacloprid on Circulating Blood Cells of Montevideo Tree Frog Hypsiboas pulchellus Tadpoles (Anura, Hylidae) by Comet and Micronucleus Bioassays. Ecol. Indic.45:632-639, 2014. ECOREF #168396"
138261413,Imidacloprid,Katelysia opima,Marine Bivalve,Mortality,Mortality,LC50,4,Formulation,86.6,AI mg/L,2010,"Suvare,V., A.S. Kulkarni, M.V. Tendulkar, S. Mavalankar, and A.M. Guhagarkar. Effect of Acute Toxicity of Imidacloprid on Glycogen Metabolism in Estuarine Clam, Katelysia opima (Gmelin). Nat. Environ. Pollut. Technol.9(1): 69-72, 2010. ECOREF #169134"
138261413,Imidacloprid,Podisus maculiventris,Spined Soldier Bug,Mortality,Mortality,LC95,5,Active ingredient,86.9,ppm,2006,"Cutler,G.C., C.D. Scott-Dupree, J.H. Tolman, and C.R. Harris. Toxicity of the Insect Growth Regulator Novaluron to the Non-Target Predatory Bug Podisus maculiventris (Heteroptera:  Pentatomidae). Biol. Control38(2): 196-204, 2006. ECOREF #113779"
135410207,Acetamiprid,Anas platyrhynchos,Mallard Duck,Mortality,Mortality,LD50,14,Active ingredient,87,AI mg/kg bdwt,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Coccinella undecimpunctata ssp. aegyptica,Elevenspotted Ladybird Beetle,Mortality,Mortality,LOEL,1,Active ingredient,87.5,AI mg/L,2014,"Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi. Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies. J. Insect Sci.14(35): 8 p., 2014. ECOREF #169059"
138261413,Imidacloprid,Adalia bipunctata,Two Spotted Lady Beetle,Mortality,Mortality,LOEL,1,Active ingredient,87.5,AI mg/L,2014,"Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi. Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies. J. Insect Sci.14(35): 8 p., 2014. ECOREF #169059"
111988499,Thiacloprid,Daphnia magna,Water Flea,Mortality,Mortality,LC50,2,Formulation,88,AI mg/L,2010,"Loureiro,S., C. Svendsen, A.L.G. Ferreira, C. Pinheiro, F. Ribeiro, and A.M.V.M. Soares. Toxicity of Three Binary Mixtures to Daphnia magna:  Comparing Chemical Modes of Action and Deviations from Conceptual Models. Environ. Toxicol. Chem.29(8): 1716-1726, 2010. ECOREF #159937"
138261413,Imidacloprid,Hypsiboas pulchellus,Montevideo Tree Frog,Mortality,Mortality,LC50,2,Active ingredient,92.584,AI mg/L,2014,"Ruiz de Arcaute,C., J.M. Perez-Iglesias, N. Nikoloff, G.S. Natale, S. Soloneski, and M.L. Larramendy. Genotoxicity Evaluation of the Insecticide Imidacloprid on Circulating Blood Cells of Montevideo Tree Frog Hypsiboas pulchellus Tadpoles (Anura, Hylidae) by Comet and Micronucleus Bioassays. Ecol. Indic.45:632-639, 2014. ECOREF #168396"
138261413,Imidacloprid,Hypsiboas pulchellus,Montevideo Tree Frog,Mortality,Mortality,LC50,3,Active ingredient,92.584,AI mg/L,2014,"Ruiz de Arcaute,C., J.M. Perez-Iglesias, N. Nikoloff, G.S. Natale, S. Soloneski, and M.L. Larramendy. Genotoxicity Evaluation of the Insecticide Imidacloprid on Circulating Blood Cells of Montevideo Tree Frog Hypsiboas pulchellus Tadpoles (Anura, Hylidae) by Comet and Micronucleus Bioassays. Ecol. Indic.45:632-639, 2014. ECOREF #168396"
135410207,Acetamiprid,Trichogramma chilonis,Parastic Wasp,Mortality,Mortality,LC50,1,Active ingredient,93.21,AI mg/L,2013,"Wang,Y., L. Chen, X. An, J. Jiang, Q. Wang, L. Cai, and X. Zhao. Susceptibility to Selected Insecticides and Risk Assessment in the Insect Egg Parasitoid Trichogramma confusum (Hymenoptera: Trichogrammatidae). J. Econ. Entomol.106(1): 142-149, 2013. ECOREF #163186"
210880925,Clothianidin,Cyprinodon variegatus,Sheepshead Minnow,Mortality,Mortality,LC50,4,Active ingredient,93.6,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
210880925,Clothianidin,Cyprinodon variegatus,Sheepshead Minnow,Mortality,Mortality,NOEL,4,Active ingredient,93.6,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,1.65,Active ingredient,94,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,4.04,Active ingredient,94,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,5.72,Active ingredient,94,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,6.86,Active ingredient,94,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,EC10,5,Active ingredient,95.11,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Trichogramma japonicum,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,95.48,AI mg/L,2012,"Zhao,X., C. Wu, Y. Wang, T. Cang, L. Chen, R. Yu, and Q. Wang. Assessment of Toxicity Risk of Insecticides Used in Rice Ecosystem on Trichogramma japonicum, an Egg Parasitoid of Rice Lepidopterans. J. Econ. Entomol.105(1): 92-101, 2012. ECOREF #157945"
138261413,Imidacloprid,Eretmocerus mundus,Parasitic Wasp,Mortality,Mortality,LC90,2,Formulation,95.8,ppm,2013,"Sohrabi,F., P. Shishehbor, M. Saber, and M.S. Mosaddegh. Lethal and Sublethal Effects of Imidacloprid and Buprofezin on the Sweetpotato Whitefly Parasitoid Eretmocerus mundus (Hymenoptera: Aphelinidae). Crop Prot.45:98-103, 2013. ECOREF #168897"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,LC50,2,Formulation,97,AI mg/L,2010,"Loureiro,S., C. Svendsen, A.L.G. Ferreira, C. Pinheiro, F. Ribeiro, and A.M.V.M. Soares. Toxicity of Three Binary Mixtures to Daphnia magna:  Comparing Chemical Modes of Action and Deviations from Conceptual Models. Environ. Toxicol. Chem.29(8): 1716-1726, 2010. ECOREF #159937"
111988499,Thiacloprid,Anopheles stephensi,Mosquito,Mortality,Mortality,LC90,3,Active ingredient,97.5,AI mg/L,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
165252700,Dinotefuran,Cyprinus carpio,Common Carp,Mortality,Mortality,LC50,4,Active ingredient,99.1,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
165252700,Dinotefuran,Cyprinus carpio,Common Carp,Mortality,Mortality,NOEL,4,Active ingredient,99.1,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
165252700,Dinotefuran,Lepomis macrochirus,Bluegill,Mortality,Mortality,LC50,4,Active ingredient,99.3,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
165252700,Dinotefuran,Lepomis macrochirus,Bluegill,Mortality,Mortality,NOEL,4,Active ingredient,99.3,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
165252700,Dinotefuran,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,LC50,4,Active ingredient,99.5,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
165252700,Dinotefuran,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,NOEL,4,Active ingredient,99.5,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
153719234,Thiamethoxam,Anopheles stephensi,Mosquito,Mortality,Mortality,LC90,1,Active ingredient,99.75,ng/mg bdwt,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
135410207,Acetamiprid,Apis mellifera,Honey Bee,Mortality,Mortality,NR-ZERO,1,Active ingredient,100,AI ug/g food,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
135410207,Acetamiprid,Apis mellifera,Honey Bee,Mortality,Mortality,NR-ZERO,3,Active ingredient,100,AI ppm,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
135410207,Acetamiprid,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,LC50,4,Active ingredient,100,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
135410207,Acetamiprid,Cyprinodon variegatus,Sheepshead Minnow,Mortality,Mortality,LC50,4,Active ingredient,100,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Sasajiscymnus tsugae,Hemlock Woolly Adelgid Lady Beetle,Mortality,Mortality,NOEL,20,Active ingredient,100,ppm,2010,"Eisenback,B.M., S.M. Salom, L.T. Kok, and A.F. Lagalante. Lethal and Sublethal Effects of Imidacloprid on Hemlock Woolly Adelgid (Hemiptera: Adelgidae) and Two Introduced Predator Species. J. Econ. Entomol.103(4): 1222-1234, 2010. ECOREF #169076"
138261413,Imidacloprid,Sasajiscymnus tsugae,Hemlock Woolly Adelgid Lady Beetle,Mortality,Mortality,NOEL,20,Active ingredient,100,ppm,2010,"Eisenback,B.M., S.M. Salom, L.T. Kok, and A.F. Lagalante. Lethal and Sublethal Effects of Imidacloprid on Hemlock Woolly Adelgid (Hemiptera: Adelgidae) and Two Introduced Predator Species. J. Econ. Entomol.103(4): 1222-1234, 2010. ECOREF #169076"
138261413,Imidacloprid,Podarcis sicula,Italian Wall Lizard,Mortality,Mortality,NR-ZERO,1,Active ingredient,100,AI mg/kg bdwt,2015,"Cardone,A. Imidacloprid Induces Morphological and Molecular Damages on Testis of Lizard (Podarcis sicula). Ecotoxicology24:94-105, 2015. ECOREF #168892"
138261413,Imidacloprid,Podarcis sicula,Italian Wall Lizard,Mortality,Mortality,NR-ZERO,16,Active ingredient,100,AI mg/kg bdwt,2015,"Cardone,A. Imidacloprid Induces Morphological and Molecular Damages on Testis of Lizard (Podarcis sicula). Ecotoxicology24:94-105, 2015. ECOREF #168892"
138261413,Imidacloprid,Steinernema carpocapsae,Nematode,Mortality,Mortality,NOEL,2,Active ingredient,100,ug/ml,1994,"Zhang,L., T. Shono, S. Yamanaka, and H. Tanabe. Effects of Insecticides on the Entomopathogenic Nematode Steinernema carpocapsae Weiser. Appl. Entomol. Zool.29(4): 539-547, 1994. ECOREF #84164"
138261413,Imidacloprid,Laricobius nigrinus,Tooth-necked Fungus Beetle,Mortality,Mortality,LOEL,20,Active ingredient,100,ppm,2010,"Eisenback,B.M., S.M. Salom, L.T. Kok, and A.F. Lagalante. Lethal and Sublethal Effects of Imidacloprid on Hemlock Woolly Adelgid (Hemiptera: Adelgidae) and Two Introduced Predator Species. J. Econ. Entomol.103(4): 1222-1234, 2010. ECOREF #169076"
138261413,Imidacloprid,Laricobius nigrinus,Tooth-necked Fungus Beetle,Mortality,Mortality,NOEL,20,Active ingredient,100,ppm,2010,"Eisenback,B.M., S.M. Salom, L.T. Kok, and A.F. Lagalante. Lethal and Sublethal Effects of Imidacloprid on Hemlock Woolly Adelgid (Hemiptera: Adelgidae) and Two Introduced Predator Species. J. Econ. Entomol.103(4): 1222-1234, 2010. ECOREF #169076"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,NOEC,1,Active ingredient,100,AI mg/L,2013,"Agatz,A., T.A. Cole, T.G. Preuss, E. Zimmer, and C.D. Brown. Feeding Inhibition Explains Effects of Imidacloprid on the Growth, Maturation, Reproduction, and Survival of Daphnia magna. Environ. Sci. Technol.47(6): 2909-2917, 2013. ECOREF #169031"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,NOEC,2,Active ingredient,100,AI mg/L,2013,"Agatz,A., T.A. Cole, T.G. Preuss, E. Zimmer, and C.D. Brown. Feeding Inhibition Explains Effects of Imidacloprid on the Growth, Maturation, Reproduction, and Survival of Daphnia magna. Environ. Sci. Technol.47(6): 2909-2917, 2013. ECOREF #169031"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,NOEC,3,Active ingredient,100,AI mg/L,2013,"Agatz,A., T.A. Cole, T.G. Preuss, E. Zimmer, and C.D. Brown. Feeding Inhibition Explains Effects of Imidacloprid on the Growth, Maturation, Reproduction, and Survival of Daphnia magna. Environ. Sci. Technol.47(6): 2909-2917, 2013. ECOREF #169031"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,NR-LETH,6,Active ingredient,100,AI mg/L,2013,"Agatz,A., T.A. Cole, T.G. Preuss, E. Zimmer, and C.D. Brown. Feeding Inhibition Explains Effects of Imidacloprid on the Growth, Maturation, Reproduction, and Survival of Daphnia magna. Environ. Sci. Technol.47(6): 2909-2917, 2013. ECOREF #169031"
